,pick_lat,pick_lon,drop_lat,drop_lon,distance
69,6.86165,79.8943,6.89923,79.8577,7003
70,6.92132,79.8776,6.915769999999999,79.8776,1787
71,6.880669999999999,79.8938,6.89153,79.8613,5427
72,7.07315,80.0162,7.18853,80.1509,23488
73,6.87304,79.8659,6.873069999999999,79.8662,33
74,6.7844,79.8845,6.899589999999999,79.8646,17498
75,6.99034,79.8823,6.99547,79.8833,813
76,6.93435,79.9852,6.91763,79.976,2931
77,6.84225,79.8681,6.85008,79.8734,1348
78,6.92033,79.8576,6.8939699999999995,79.8598,4625
79,6.889360000000001,79.8543,6.8848,79.8558,595
80,7.2934399999999995,80.6361,7.292619999999999,80.6255,2545
81,6.8931,79.8894,6.93306,79.8561,7949
82,6.90837,79.8579,6.90415,79.8541,1008
83,6.90825,79.9364,6.895,79.9501,4474
84,7.325139999999999,80.6521,7.299589999999999,80.6366,4941
85,6.867380000000001,79.8943,6.90545,79.86,6888
86,6.91292,79.8776,6.91489,79.8774,990
87,6.885039999999999,79.9076,6.884180000000001,79.9031,549
88,6.934089999999999,79.8504,6.9128,79.865,4500
89,6.856380000000001,79.9029,6.911160000000001,79.8498,11441
90,6.718719999999999,80.0575,6.72162,80.0189,4676
91,7.04783,79.8973,7.05307,79.9188,2559
92,6.727339999999999,80.0835,6.719689999999999,80.0717,11531
93,6.979939999999999,79.9253,6.96767,79.9092,4905
94,6.844460000000001,79.9247,6.898860000000001,79.9122,8357
95,6.8098,79.8962,6.815510000000001,79.9344,6393
96,6.86568,79.9084,6.86565,79.9086,23
97,6.85916,79.8964,6.89307,79.8712,6015
98,6.85847,79.9159,6.78908,79.9229,9955
99,6.88386,79.8663,6.88313,79.9026,5836
100,6.9274,79.868,6.983169999999999,79.9314,11055
101,6.8871,79.8836,6.89359,79.9091,4918
102,6.869669999999999,79.8807,6.8695,79.8805,22
103,6.7839100000000006,79.8871,6.7885100000000005,79.8983,2017
104,7.195239999999999,79.8616,7.21738,79.8536,3283
105,6.8536,79.8764,6.87355,79.8799,3251
106,6.87413,79.8825,6.87805,79.862,3144
107,7.02124,79.8986,7.0229800000000004,79.8998,3048
108,6.866169999999999,79.8621,6.86625,79.8621,9
109,7.29942,80.6298,7.3920699999999995,80.59100000000001,20338
110,6.822139999999999,79.8683,6.863360000000001,79.8716,6142
111,7.12477,79.9268,7.130739999999999,79.8763,7640
112,6.85573,79.8881,6.90724,79.8509,10176
113,6.9154100000000005,79.8955,6.91529,79.8955,12
114,7.292739999999999,80.6323,7.23538,80.7511,24422
115,7.31738,80.6995,7.331810000000001,80.6289,9755
116,6.85082,79.8626,6.84017,79.9763,14400
117,6.830539999999999,79.8679,6.83148,79.9055,5861
118,6.8876100000000005,79.8735,6.81998,79.9154,10897
119,7.2934,80.6344,7.278410000000001,80.6621,4500
120,6.856560000000001,79.8633,6.87631,79.8682,4015
121,6.88116,79.8905,6.85532,79.8655,5177
122,6.8815,79.9384,6.876689999999999,79.928,1993
123,6.84492,79.9305,6.8463199999999995,79.9637,4810
124,6.720689999999999,79.9062,6.795489999999999,79.8813,9835
125,6.9851600000000005,79.8867,7.03136,79.9199,8274
126,7.03263,79.9628,7.03171,79.9303,5363
127,7.019989999999999,79.8962,7.0372,79.9419,6590
128,7.0929199999999994,79.9935,7.09081,80.0107,2175
129,6.90976,79.9004,6.936030000000001,79.8557,6562
130,6.97934,79.8889,6.95565,79.8615,5849
131,6.9185,79.8508,6.8402,79.9762,20006
132,6.8551,79.9421,6.868130000000001,79.9418,1916
133,6.83668,79.8708,6.94985,79.8635,16307
134,6.903760000000001,79.9219,6.8697,79.8798,7601
135,6.907310000000001,79.8524,6.9765,79.9254,14514
136,6.750839999999999,79.9027,6.854769999999999,79.9143,16206
137,6.83723,79.8718,6.80571,79.8854,4630
138,6.821560000000001,79.8696,6.83846,79.8635,2638
139,6.8388800000000005,79.8677,6.8353,79.9046,5523
140,6.9374,79.8507,6.87688,79.8625,8694
141,6.933889999999999,79.8618,6.88611,79.8687,6892
142,7.02272,79.9557,7.022480000000001,79.9476,1827
143,7.02175,79.8999,7.00505,79.9543,8423
144,7.0972,80.0028,7.0934,79.9938,1375
145,6.88704,79.925,6.87675,79.9266,1791
146,7.32292,80.6252,7.35843,80.6143,7278
147,6.977110000000001,79.9305,6.977110000000001,79.9305,0
148,7.02115,79.9984,7.05065,80.0543,8752
149,6.937869999999999,79.8563,6.97118,79.8703,5434
150,6.04106,80.2318,6.04407,80.2134,2796
151,6.9061,79.8963,6.90618,79.8961,24
152,7.00277,79.9537,7.12812,80.0729,20357
153,6.9067,79.851,6.90422,79.9239,9419
154,6.81349,79.8934,6.79303,79.9155,6087
155,6.911739999999999,79.8504,6.911739999999999,79.8504,0
156,6.89545,79.8963,6.9294,79.9004,7643
157,6.93175,79.8426,6.91635,79.8702,4920
158,6.8686300000000005,79.9106,6.86441,79.9018,1397
159,6.8711199999999995,79.8764,6.8601,79.9411,8781
160,7.293360000000001,80.635,7.305289999999999,80.6375,1954
161,7.28865,80.6215,7.293360000000001,80.63600000000001,2385
162,6.97659,79.9256,7.0654699999999995,79.9385,14135
163,6.988389999999999,79.8977,6.9737,79.9773,10567
164,6.80535,79.8825,6.83304,79.8653,4391
165,6.950889999999999,79.9171,6.94853,79.9579,5491
166,6.9241399999999995,79.9783,6.9294899999999995,79.9194,8198
167,6.85457,79.8789,6.910489999999999,79.85,9100
168,7.3193,80.6321,7.326919999999999,80.66199999999999,4389
169,6.9176899999999995,79.8554,6.91875,79.8669,2257
170,6.90108,79.8706,6.9331,79.8432,6012
171,7.061210000000001,79.8912,7.0707699999999996,79.9524,8262
172,6.7895,79.8857,6.78342,79.8798,1827
173,7.31755,80.6297,7.257210000000001,80.6754,13762
174,6.798610000000001,79.8731,6.84749,79.8884,7854
175,6.8698,79.913,6.853619999999999,79.9857,10914
176,6.9195199999999994,79.9744,6.979480000000001,80.0214,10461
177,6.85292,80.0453,6.8510100000000005,80.0407,820
178,7.02703,79.9561,7.03091,80.0389,12212
179,6.85492,79.8634,6.93602,79.8806,13373
180,6.932910000000001,79.844,6.88126,79.8599,7199
181,6.87785,79.9019,6.93336,79.8565,10273
182,6.83287,79.8777,6.842169999999999,79.884,1570
183,6.9006,79.8532,6.91162,79.8668,2616
184,6.845389999999999,79.9527,6.8375699999999995,79.9513,1249
185,6.911230000000001,79.8703,6.877260000000001,79.8905,5372
186,6.95915,79.9295,6.85292,79.9003,16544
187,6.9179699999999995,79.9496,6.90415,79.9544,2765
188,7.133260000000001,79.8785,7.14318,79.8694,2140
189,6.80421,79.8824,6.871,79.8619,8387
190,6.839689999999999,79.961,6.868239999999999,79.9245,7215
191,6.8360899999999996,79.961,6.8566,79.8899,9970
192,6.8468100000000005,79.8892,6.850210000000001,79.8723,2003
193,6.83713,79.8718,6.87967,79.8662,5876
194,6.84892,79.8998,6.8802,79.8826,5696
195,6.92691,79.8702,7.03401,79.9231,20089
196,7.012989999999999,79.8948,6.98705,79.9014,4119
197,6.0509900000000005,80.2144,6.03255,80.2168,2225
198,6.8616,79.8639,6.98958,79.9227,21843
199,6.947889999999999,79.8573,6.90078,79.8721,7269
200,7.0319199999999995,80.089,6.997310000000001,80.0731,6900
201,6.9149,79.8965,6.934130000000001,79.8505,6652
202,7.2974,80.6373,7.28775,80.626,2535
203,6.89348,79.8534,6.89513,79.8645,2500
204,6.93745,79.8657,6.97435,79.9161,8438
205,7.33149,80.6236,7.298189999999999,80.6371,4851
206,6.9463,79.8583,6.9168899999999995,79.8772,4625
207,7.2685,80.5978,7.26847,80.5978,0
208,6.83822,79.8704,6.90286,79.8631,10225
209,6.84933,79.8956,6.87175,79.8989,3204
210,7.115539999999999,79.9021,7.10162,79.8976,2035
211,6.9679199999999994,79.8681,6.969589999999999,79.8717,579
212,6.87713,79.9899,6.902760000000001,80.0018,3944
213,7.11636,79.9,6.91794,79.8474,31482
214,6.893560000000001,79.8918,6.8938,79.8916,48
215,6.935860000000001,79.8572,6.900939999999999,79.8616,5381
216,6.88695,79.868,6.86539,79.8656,3590
217,6.88029,79.8827,6.877910000000001,79.8777,987
218,6.847510000000001,79.8642,6.8560300000000005,79.8821,2942
219,6.89418,79.9064,6.8752,79.8944,3171
220,6.91126,79.8482,6.8616399999999995,79.9045,9447
221,6.94728,79.8625,6.98302,79.8823,6286
222,6.846830000000001,79.92,6.84403,79.9283,1593
223,6.856269999999999,79.884,6.849880000000001,79.88,1230
224,6.93435,79.983,6.927219999999999,79.9806,960
225,6.87818,79.8807,6.864610000000001,79.9017,3420
226,6.865880000000001,79.8773,6.8658600000000005,79.8773,0
227,6.945130000000001,79.9569,6.9456,79.9584,214
228,6.9379,79.8517,6.86658,79.8587,10383
229,6.901389999999999,79.8594,6.90333,79.8689,2236
230,7.284669999999999,80.6058,7.24379,80.5889,7168
231,6.89392,79.8658,6.89398,79.866,20
232,7.08965,79.8923,7.09992,79.8849,2420
233,7.30899,80.6422,7.296469999999999,80.6366,3037
234,6.918019999999999,79.9378,6.91719,79.8607,10225
235,6.82331,79.921,6.77527,79.8821,9569
236,6.920610000000001,79.8686,6.9275,79.9267,9569
237,6.85274,79.8977,6.8483600000000004,79.898,517
238,7.25605,80.597,7.267639999999999,80.5768,4351
239,6.7892600000000005,79.9398,6.87465,79.8577,15785
240,6.850789999999999,79.893,6.84236,79.9027,1752
241,6.84559,79.9524,6.839180000000001,79.9482,2131
242,6.873810000000001,79.8606,6.9364,79.8661,9703
243,6.9607600000000005,79.8926,6.9605,79.8925,2419
244,7.3098600000000005,80.6424,7.29162,80.6352,3672
245,6.888739999999999,79.8713,6.91506,79.8668,3836
246,6.95363,80.0031,6.99523,80.0167,6353
247,7.1863,79.9039,7.16598,79.8846,4094
248,6.92842,79.8986,6.86758,79.8852,10009
249,6.9109300000000005,79.8873,6.99343,79.9342,14885
250,6.98412,79.9297,6.97687,79.9256,1158
251,7.02831,79.9223,7.03976,79.9403,3492
252,6.87063,79.8864,6.86459,79.8635,3687
253,7.2115800000000005,79.8401,7.20136,79.8455,1430
254,7.29248,80.6375,7.283589999999999,80.6257,1945
255,6.93452,79.8523,6.8766300000000005,79.9162,13459
256,6.98455,79.8881,6.97624,79.9241,5102
257,6.8468800000000005,79.8872,6.846769999999999,79.8853,427
258,6.83553,79.9083,6.9162,79.869,12157
259,6.84753,79.8753,6.84748,79.8753,5
260,7.20147,79.8565,7.205430000000001,79.8513,946
261,6.85582,79.8804,6.858230000000001,79.8661,3150
262,6.89089,79.9261,6.898510000000001,79.9684,5555
263,7.183860000000001,79.9058,7.159210000000001,79.8755,5676
264,6.926480000000001,79.9302,6.93157,79.8691,10259
265,6.85125,79.87899999999999,6.85988,79.8796,1355
266,6.92605,79.8462,6.9237899999999994,79.8496,588
267,6.9057699999999995,79.9045,6.824389999999999,79.9095,11607
268,6.843710000000001,79.9682,6.807860000000001,79.977,4949
269,6.882910000000001,79.8621,6.87869,79.8804,2891
270,7.3235399999999995,80.6412,7.317480000000001,80.6296,1927
271,6.871989999999999,79.8617,6.85418,79.8655,3396
272,6.96858,79.87100000000001,6.86361,79.8626,14693
273,6.91978,79.9136,6.97083,79.881,10269
274,6.95547,79.8622,6.938510000000001,79.8572,2721
275,6.9999,79.8731,7.00478,79.9543,15574
276,7.261139999999999,80.5913,7.3051699999999995,80.6338,8093
277,6.906439999999999,79.8604,6.880789999999999,79.9547,13661
278,6.8315600000000005,79.8663,6.8488,79.9032,6937
279,7.45304,80.6143,7.47308,80.6164,4438
280,6.84863,79.9316,6.8376600000000005,79.9676,5321
281,6.9051100000000005,79.8618,6.8853800000000005,79.8864,4937
282,6.87679,79.8619,6.858860000000001,79.8718,2947
283,6.8922300000000005,79.8656,6.892180000000001,79.8657,0
284,6.902830000000001,79.8643,6.83551,79.8863,10057
285,6.87505,79.8949,6.894,79.9048,2863
286,6.9368300000000005,79.8512,6.868689999999999,79.9957,21323
287,6.90354,79.8681,6.902880000000001,79.8673,115
288,6.89123,79.8585,6.891,79.8635,648
289,6.96165,79.8666,6.87922,79.8599,11500
290,6.904439999999999,79.8657,6.846010000000001,79.8761,8394
291,6.99436,79.9243,7.025739999999999,79.96,7438
292,6.8374,79.8872,6.85801,79.8727,4048
293,6.05705,80.2047,6.05692,80.1962,1386
294,6.90085,79.8714,6.8929800000000006,79.9083,6990
295,7.2064,79.8575,7.2054,79.8516,1259
296,7.29334,80.6343,7.28885,80.6293,781
297,6.8138,79.8834,6.78258,79.8887,4434
298,6.98792,79.893,7.03112,79.9099,7068
299,6.81348,79.9768,6.810739999999999,79.9848,2037
300,6.908410000000001,79.8658,6.90865,79.8654,12
301,6.874969999999999,79.9022,6.874689999999999,79.885,2636
302,6.0344,80.2183,6.02527,80.2421,3891
303,6.905410000000001,79.8631,6.98342,79.90899999999999,14036
304,6.875089999999999,79.8869,6.9116100000000005,79.8653,6405
305,7.49114,80.3532,7.48509,80.3624,2389
306,6.8416,79.8687,6.847689999999999,79.8683,911
307,6.89087,79.8539,6.91104,79.8518,3823
308,6.06952,80.225,6.04627,80.2323,3541
309,7.46453,80.6257,7.4607600000000005,80.6179,1249
310,7.08212,79.891,7.1113,79.882,3460
311,6.99591,80.01100000000001,7.028860000000001,79.9241,13401
312,6.84523,79.9292,6.82135,79.9742,9151
313,6.84955,79.9242,6.82418,79.9299,4285
314,6.72099,79.9086,6.82371,79.9042,14430
315,7.3026800000000005,80.6357,7.28989,80.6216,3988
316,7.00472,79.8872,6.961010000000001,79.8682,6791
317,7.1265,79.9811,7.18058,79.9454,8190
318,7.049519999999999,79.8961,7.04224,79.9097,3899
319,6.849189999999999,79.8636,6.80508,79.882,6738
320,6.941839999999999,79.8541,6.941889999999999,79.8541,394
321,7.035010000000001,79.908,7.03176,79.8989,1681
322,6.98274,79.8922,6.875769999999999,79.8663,15395
323,6.92558,79.8814,6.925619999999999,79.8809,55
324,6.93352,79.8436,6.80848,79.8833,17199
325,7.1989,79.8465,7.24795,79.8454,6636
326,6.8462,79.8662,6.8787199999999995,79.9007,6626
327,7.2892,80.6306,7.25245,80.7297,14805
328,7.295380000000001,80.6355,7.31608,80.6146,5930
329,6.84565,79.89,6.84405,79.9631,9440
330,7.020739999999999,79.9854,7.1157699999999995,80.0529,14548
331,7.03149,79.9256,7.029380000000001,79.955,6598
332,7.31853,80.6301,7.37182,80.6162,8567
333,7.23957,79.8449,7.20852,79.8574,4710
334,6.928160000000001,79.8785,6.892239999999999,79.8669,4994
335,7.000189999999999,79.9347,7.00028,79.9347,0
336,6.9249,79.8643,6.95557,79.9293,11962
337,6.83096,79.8829,6.917889999999999,79.9073,13704
338,6.920730000000001,79.846,6.90655,79.8506,2945
339,6.90993,79.8953,6.91648,79.8941,1670
340,6.93265,79.8438,6.905460000000001,79.8516,4217
341,6.7649300000000006,79.9383,6.79355,79.9947,11805
342,6.9064,79.8513,6.84484,79.8717,9380
343,6.820760000000001,79.9722,6.86976,79.8884,12422
344,6.87484,79.9099,6.92433,79.8746,10030
345,7.035660000000001,79.8975,7.180789999999999,79.9592,19840
346,7.48725,80.3566,7.47697,80.3564,2134
347,6.923080000000001,79.8711,6.9215800000000005,79.87100000000001,531
348,7.280060000000001,80.617,7.317019999999999,80.6302,5755
349,7.03083,79.9583,7.000889999999999,79.952,4465
350,7.237760000000001,79.8593,7.210660000000001,79.8392,4380
351,7.2986699999999995,80.6675,7.29322,80.6487,6378
352,7.29827,80.6262,7.28419,80.6227,2330
353,7.039039999999999,79.9568,7.029889999999999,79.9218,4960
354,6.794569999999999,79.9096,6.809889999999999,79.9251,3390
355,7.081810000000001,79.892,6.854439999999999,79.8646,32290
356,6.838260000000001,79.8943,6.866289999999999,79.8773,4460
357,6.859439999999999,79.8944,6.895389999999999,79.8549,7882
358,7.4769,80.3567,7.471310000000001,80.3601,2111
359,7.28265,80.6493,7.29105,80.6379,2172
360,6.87055,79.8773,6.87105,79.8766,103
361,6.89543,79.8718,6.90373,79.8717,1456
362,6.8570899999999995,79.8611,6.88347,79.8586,3395
363,6.903969999999999,79.9556,6.91505,79.9245,4608
364,6.866219999999999,79.9398,6.8986,79.877,11444
365,6.8891,79.8924,6.88749,79.8873,699
366,6.900060000000001,79.8957,6.902889999999999,79.863,6088
367,6.89498,79.8829,6.7845,79.9,17113
368,7.2897300000000005,80.6325,7.2903199999999995,80.6177,2656
369,7.086139999999999,79.8915,7.077260000000001,79.9016,2535
370,7.21638,79.8376,7.2112300000000005,79.8394,941
371,6.85902,79.9654,6.839360000000001,79.9647,3243
372,6.87374,79.8819,6.87045,79.8772,885
373,6.85038,79.9682,6.84192,79.9647,1467
374,6.87645,79.8767,6.8787199999999995,79.8895,2848
375,7.06405,79.9029,6.9973399999999994,79.9399,10760
376,6.913810000000001,79.91,6.913010000000001,79.9105,149
377,6.85487,79.9184,6.878769999999999,79.9,3470
378,6.856039999999999,79.8861,6.89405,79.8666,6875
379,7.291980000000001,80.6371,7.28138,80.6342,3120
380,6.99321,79.8948,6.996689999999999,79.8797,2624
381,6.87405,79.869,6.874039999999999,79.869,1
382,7.201980000000001,79.8497,7.20511,79.8537,1103
383,6.844339999999999,79.9475,6.84444,79.9471,60
384,6.875610000000001,79.9273,6.85765,79.9471,4203
385,6.900989999999999,79.9693,6.901039999999999,79.969,289
386,6.8830800000000005,79.8606,6.8687,79.8752,4733
387,6.884530000000001,79.9678,6.887569999999999,79.9638,1130
388,6.91264,79.9084,7.0044,79.9538,17766
389,6.849480000000001,80.0042,6.81712,80.0141,4911
390,6.81838,79.9715,6.8999,79.9351,11849
391,7.2898,80.6341,7.249510000000001,80.634,7743
392,6.8401,79.9763,6.791930000000001,79.9411,12711
393,6.85071,79.8882,6.849539999999999,79.8776,2018
394,7.232260000000001,79.8525,7.21639,79.8625,4187
395,6.87305,79.8945,6.8939,79.8554,6952
396,6.88128,79.8999,6.92356,79.8917,6286
397,6.87365,79.8742,6.90494,79.8983,6367
398,6.84156,79.9041,6.81654,79.9124,4554
399,6.8880300000000005,79.8609,6.908580000000001,79.84899999999999,3765
400,7.30761,80.6177,7.29845,80.6362,6220
401,7.482069999999999,80.3609,7.47553,80.4,5521
402,7.31505,80.6334,7.3080300000000005,80.6425,1499
403,6.82551,79.8793,6.81522,79.9343,9542
404,6.92965,79.8632,6.962680000000001,79.8876,6226
405,6.882910000000001,79.8868,6.86372,79.9018,4347
406,7.28175,80.6211,7.282039999999999,80.6208,69
407,6.8749899999999995,79.8723,6.84657,79.8745,5469
408,6.843189999999999,79.9773,6.83493,79.9686,3110
409,6.911289999999999,79.8516,6.9168199999999995,79.877,3799
410,6.9180600000000005,79.9351,6.79767,79.9301,18010
411,6.04314,80.2266,6.04314,80.2268,19
412,6.0246,80.2169,6.04283,80.2249,2823
413,6.77941,79.9465,6.779380000000001,79.9462,37
414,6.99912,79.8881,6.96782,79.8722,5708
415,7.28148,80.6684,7.27606,80.6583,4860
416,6.90632,79.9274,6.90061,79.9289,1233
417,6.88323,79.9071,6.8830800000000005,79.9074,32
418,6.98389,79.9268,6.9798100000000005,79.929,600
419,7.269539999999999,80.5716,7.257110000000001,80.5899,4080
420,6.7105,79.991,6.7114,80.0663,10307
421,7.286519999999999,80.6211,7.293089999999999,80.6352,3663
422,7.02624,79.9341,7.11045,79.9975,17027
423,7.07885,79.8963,7.034210000000001,79.9072,6924
424,7.31418,80.6269,7.29339,80.6337,3423
425,7.035310000000001,79.8987,7.03136,79.8981,2333
426,6.92488,79.8831,6.91017,79.8943,3859
427,6.9104399999999995,79.9074,6.915839999999999,79.9167,1345
428,6.886539999999999,79.855,6.81153,79.8689,9362
429,7.215110000000001,79.8634,7.20207,79.8971,5917
430,6.89348,79.9272,6.91108,79.8815,6654
431,6.8376600000000005,79.9263,6.80046,79.9003,9818
432,6.9214199999999995,79.8543,6.88495,79.8582,5449
433,7.178780000000001,79.8994,7.20202,79.8657,6939
434,6.914289999999999,79.9733,6.9084,79.9572,3017
435,7.4685,80.6269,7.46572,80.6204,1543
436,7.205369999999999,79.8413,7.252210000000001,79.8534,6131
437,6.97704,79.9254,7.061310000000001,79.8932,13505
438,6.90676,79.8773,6.925089999999999,79.8814,3013
439,6.83972,79.882,6.874389999999999,79.8578,6588
440,7.0312399999999995,79.8937,7.1847,79.8998,22084
441,7.27055,80.5748,7.27814,80.5773,1487
442,6.841310000000001,80.0044,6.84503,80.0071,937
443,6.903239999999999,79.8717,6.895969999999999,79.8567,1928
444,6.782589999999999,79.8907,6.8062,79.8707,4639
445,6.870610000000001,79.8854,6.89301,79.8739,3358
446,7.4889,80.3636,7.49865,80.3859,3037
447,7.28883,80.6435,7.2782100000000005,80.6569,2151
448,7.092569999999999,79.9918,7.09753,79.9736,3044
449,6.99482,79.9144,7.0427800000000005,79.9162,6911
450,6.81067,79.8823,6.8107,79.8845,1625
451,6.85381,79.8861,6.784210000000001,80.0014,17469
452,6.8362300000000005,79.8872,6.86765,79.8853,4628
453,6.9174,79.855,6.87581,79.861,5724
454,7.21557,79.8518,7.218,79.8455,1067
455,6.91513,79.9199,6.895689999999999,79.9433,5599
456,6.84405,79.8739,6.82321,79.87,3333
457,6.98305,79.9055,6.9249,79.8518,12427
458,6.7901,79.9273,6.957560000000001,79.9176,32300
459,6.94902,79.8626,6.971710000000001,79.8724,3470
460,7.2511399999999995,80.4452,7.18036,80.5013,13061
461,7.08702,80.0344,7.097689999999999,80.0639,4089
462,6.90625,79.9275,6.75374,79.8995,22757
463,6.8929800000000006,79.8601,6.90572,79.8916,6780
464,6.8724300000000005,79.8835,6.6912899999999995,79.9167,24131
465,6.85043,79.8659,6.8098,79.8734,5861
466,6.9363600000000005,79.9831,6.943410000000001,79.9672,2556
467,6.842230000000001,80.0057,6.890789999999999,79.9396,13982
468,6.88088,79.8717,6.93469,79.854,7912
469,6.85113,79.8661,6.841810000000001,79.868,1176
470,6.86077,79.8818,6.86027,79.8642,2910
471,6.9857,79.8805,6.9833,79.8808,439
472,6.84595,79.9209,6.8491,79.9232,539
473,6.838010000000001,79.9468,6.8887100000000006,79.9028,9844
474,6.97456,79.9206,6.9090300000000004,79.8656,11994
475,6.869389999999999,79.9107,6.88652,79.8695,7253
476,6.81337,79.959,6.910989999999999,79.8491,21319
477,7.28965,80.6325,7.34612,80.652,10863
478,6.972510000000001,79.881,6.96754,79.8706,1826
479,6.89116,79.8661,6.86977,79.8886,4152
480,6.8989899999999995,79.8539,6.87326,79.8993,7592
481,6.8006,79.9238,6.86872,79.8869,9299
482,6.889760000000001,79.8568,6.941160000000001,79.8782,8441
483,7.01385,79.9719,6.97658,79.976,5666
484,6.914960000000001,79.8891,6.891780000000001,79.8792,4063
485,6.85486,79.9544,6.87828,79.8761,10758
486,7.003089999999999,79.91199999999999,6.91717,79.8609,13422
487,6.9128,79.9272,6.90688,79.9461,2655
488,6.925330000000001,79.8644,6.9191199999999995,79.8604,1110
489,7.47346,80.6249,7.451460000000001,80.6309,2668
490,6.859660000000001,79.9547,6.92095,79.8807,13490
491,6.87494,79.9328,6.88232,79.9403,1694
492,6.873710000000001,79.8812,6.8707199999999995,79.8774,762
493,7.01117,79.9861,7.0126800000000005,79.9684,2919
494,6.93261,80.0063,6.9754,79.9162,15057
495,7.275760000000001,80.6151,7.282030000000001,80.626,1833
496,7.00005,79.9129,7.028630000000001,79.9239,4955
497,7.07897,79.8921,7.06677,79.8949,1742
498,6.79898,79.9015,6.87783,79.8658,12142
499,6.920089999999999,79.8459,6.93572,79.8456,2617
500,6.937469999999999,79.9781,6.863339999999999,79.8877,20068
501,6.917889999999999,79.8632,6.90574,79.8683,2442
502,7.2967,80.6237,7.29857,80.6369,2027
503,6.82648,80.0092,6.85088,80.0001,3769
504,7.255389999999999,79.8437,7.108619999999999,79.8837,17691
505,6.80875,79.892,6.94423,79.8661,20608
506,6.71065,79.9117,6.8478,79.9257,20653
507,6.99137,79.9037,6.972460000000001,79.8862,3813
508,6.85602,79.8929,6.8871,79.8712,5433
